s1	n_true	n_true_s2	n_true_s3	validation
S1-604789417	4	2	2	0
S1-629504837	0	0	0	0
S1-414912302	5	2	3	0
S1-234127499	3	2	1	0
S1-43039950	3	1	2	0
S1-489380963	3	1	2	0
S1-511991576	2	1	1	0
S1-619568421	0	0	0	0
S1-211233819	6	2	4	0
S1-164828315	3	1	2	0
S1-679639942	4	3	1	1
S1-119658369	4	2	2	0
S1-97620237	3	1	2	1
S1-23933197	3	2	1	1
S1-951000927	2	0	2	1
S1-945887435	1	1	0	0
S1-95824696	3	2	1	0
S1-709075265	2	0	2	0
S1-987626724	8	4	4	1
S1-396928826	4	1	3	0
S1-553295585	5	3	2	0
S1-452378977	7	3	4	1
S1-834864420	8	4	4	0
S1-169094268	2	1	1	0
S1-969403285	4	3	1	0
S1-347222065	2	1	1	0
S1-847982043	6	3	3	0
S1-28328044	4	2	2	0
S1-594501267	3	1	2	0
S1-264819262	2	0	2	0
S1-982701407	4	2	2	0
S1-232116162	5	3	2	1
S1-334093330	3	2	1	1
S1-564189900	5	2	3	1
S1-486597883	5	3	2	0
S1-956774210	5	4	1	0
S1-487953195	2	1	1	1
S1-211926498	4	2	2	1
S1-135537368	5	1	4	0
S1-725786214	7	3	4	0
S1-112431908	2	2	0	0
S1-462975082	2	1	1	0
S1-295935074	3	2	1	0
S1-536432164	3	1	2	0
S1-246355278	5	1	4	0
S1-685437516	2	0	2	0
S1-784454958	5	3	2	0
S1-700508188	6	4	2	0
S1-116182582	5	2	3	0
S1-938048089	3	2	1	0
S1-343891447	5	2	3	0
S1-777971914	3	1	2	0
S1-79888590	4	2	2	1
S1-572069678	3	1	2	1
S1-272925563	4	3	1	1
S1-978639418	6	2	4	0
S1-628842880	9	5	4	1
S1-197370420	2	1	1	0
S1-524347427	4	2	2	0
S1-323766674	3	2	1	1
S1-670136472	1	1	0	0
S1-668668343	2	1	1	1
S1-97225167	4	3	1	0
S1-726865305	3	2	1	0
S1-180923763	4	1	3	1
S1-222662630	5	3	2	0
S1-150089224	3	1	2	0
S1-984788506	3	3	0	0
S1-596709756	3	1	2	0
S1-229028347	3	2	1	0
S1-82626151	8	3	5	0
S1-974907683	4	2	2	0
S1-482974012	2	2	0	0
S1-698439726	5	4	1	0
S1-409442294	5	2	3	0
S1-948771427	3	0	3	0
S1-842144575	5	2	3	0
S1-389624737	4	1	3	0
S1-383752479	5	2	3	0
S1-423887583	3	2	1	0
S1-646329290	4	1	3	0
S1-6272862	5	2	3	1
S1-930148210	1	0	1	0
S1-38317907	6	3	3	0
S1-557073117	6	2	4	1
S1-420763337	4	1	3	0
S1-189596117	6	1	5	0
S1-489003121	5	3	2	0
S1-739775071	5	1	4	0
S1-927001058	4	1	3	0
S1-256473352	4	2	2	1
S1-172014595	2	1	1	0
S1-230045269	3	2	1	0
S1-622138408	2	1	1	0
S1-827294981	5	3	2	0
S1-561918767	3	2	1	0
S1-260162043	7	2	5	0
S1-426953208	4	1	3	0
S1-53962107	4	2	2	0
S1-391683240	0	0	0	0
S1-702623830	3	1	2	0
S1-257306706	4	1	3	0
S1-992694367	2	1	1	1
S1-373687217	2	1	1	0
S1-55120945	4	1	3	0
S1-492820667	0	0	0	0
S1-505643600	4	2	2	0
S1-692293651	2	1	1	1
S1-798347278	2	1	1	0
S1-624656570	3	2	1	0
S1-144525073	2	1	1	0
S1-967610004	5	5	0	0
S1-697199027	4	2	2	0
S1-846160250	2	1	1	0
S1-267433852	3	2	1	0
S1-226674356	3	1	2	0
S1-290488129	2	1	1	0
S1-404224066	3	1	2	0
S1-823691936	2	1	1	0
S1-768286124	5	2	3	0
S1-431990060	5	3	2	0
S1-657512652	1	1	0	0
S1-65087032	3	2	1	0
S1-941108817	5	3	2	1
S1-801134582	2	1	1	0
S1-133050338	5	2	3	1
S1-589592248	4	2	2	1
S1-476979751	3	2	1	0
S1-124236812	4	1	3	0
S1-95539352	4	1	3	0
S1-612371131	4	0	4	0
S1-174193925	4	2	2	0
S1-221756656	4	3	1	0
S1-345875957	4	1	3	0
S1-679035414	4	3	1	1
S1-605064250	3	1	2	1
S1-816295650	2	1	1	0
S1-340260993	5	5	0	0
S1-383115155	4	2	2	0
S1-373228149	2	0	2	0
S1-868646077	3	1	2	1
S1-745354170	1	0	1	0
S1-211224416	3	1	2	0
S1-228655663	7	3	4	0
S1-343753883	3	1	2	0
S1-123555068	3	0	3	0
S1-865456029	4	1	3	0
S1-141571654	3	1	2	1
S1-631621013	6	2	4	0
S1-669036970	1	1	0	0
S1-334835286	0	0	0	0
S1-809547502	3	1	2	1
S1-996549219	4	2	2	1
S1-86441125	7	3	4	0
S1-625050775	7	5	2	0
S1-494608917	0	0	0	0
S1-267516505	3	2	1	0
S1-505076726	4	3	1	0
S1-843915557	3	1	2	0
S1-46732045	1	1	0	1
S1-809616925	4	2	2	0
S1-784629531	3	2	1	0
S1-10789540	2	1	1	0
S1-579269521	4	2	2	1
S1-795991165	5	2	3	1
S1-881297493	3	1	2	1
S1-557017789	4	2	2	0
S1-393510880	4	2	2	0
S1-161559404	4	3	1	0
S1-105764730	3	2	1	0
S1-642004710	1	0	1	1
S1-869319064	1	0	1	0
S1-73786438	5	2	3	0
S1-787776209	5	3	2	0
S1-260261988	4	1	3	0
S1-577222608	6	4	2	0
S1-979238596	4	1	3	1
S1-685592997	3	1	2	0
S1-421304085	2	1	1	1
S1-889124773	3	1	2	0
S1-149492585	2	1	1	0
S1-11166089	7	3	4	0
S1-409889461	7	5	2	0
S1-233708496	2	1	1	0
S1-374621273	4	2	2	0
S1-637574873	2	1	1	0
S1-245994308	0	0	0	0
S1-309104455	5	3	2	0
S1-351318881	5	1	4	1
S1-842724524	6	2	4	0
S1-168656298	6	2	4	1
S1-202503754	9	5	4	0
S1-826200967	8	4	4	1
S1-928493106	4	1	3	0
S1-155432754	2	1	1	0
S1-430639396	3	0	3	1
S1-455872239	4	2	2	0
S1-498143089	6	1	5	0
S1-14516084	4	3	1	0
S1-162309853	6	3	3	0
S1-331217957	1	0	1	1
S1-628241119	2	0	2	0
S1-551897263	5	3	2	0
S1-897867237	2	1	1	0
S1-632257784	1	0	1	1
S1-867942611	2	1	1	1
S1-74078079	3	1	2	0
S1-470354857	6	2	4	0
S1-286816578	5	3	2	1
S1-62675744	3	2	1	0
S1-212882544	6	4	2	0
S1-381540720	1	0	1	1
S1-951314958	4	1	3	0
S1-635867471	4	1	3	0
S1-871425084	2	1	1	0
S1-379892001	2	1	1	0
S1-920135371	2	1	1	1
S1-300918792	0	0	0	0
S1-666365068	5	1	4	0
S1-340553629	3	1	2	0
S1-247532095	6	3	3	0
S1-866562337	4	2	2	0
S1-422727297	3	1	2	0
S1-333384059	3	1	2	0
S1-390994309	2	1	1	0
S1-282721293	4	3	1	0
S1-723793843	2	2	0	0
S1-408014177	4	1	3	0
S1-925462414	5	3	2	1
S1-978591840	3	1	2	0
S1-644128087	3	2	1	1
S1-623762053	3	1	2	1
S1-564347387	3	3	0	0
S1-360541610	4	2	2	1
S1-227988433	4	1	3	0
S1-565602305	5	3	2	1
S1-497011445	7	3	4	0
S1-214642590	3	1	2	0
S1-448291320	4	3	1	0
S1-221020563	4	3	1	0
S1-158439658	3	1	2	0
S1-668316911	3	1	2	0
S1-49451452	3	1	2	0
S1-764301150	5	2	3	0
S1-320583870	3	2	1	0
S1-128032366	5	2	3	0
S1-8527176	5	2	3	1
S1-749297916	6	2	4	0
S1-697738986	6	2	4	0
S1-237847398	4	0	4	0
S1-413134351	5	4	1	0
S1-873714455	5	1	4	0
S1-395764489	4	1	3	0
S1-544019441	5	2	3	0
S1-930158144	4	2	2	0
S1-728652222	1	1	0	0
S1-864647663	5	2	3	1
S1-383737004	2	1	1	0
S1-363013864	6	2	4	0
S1-147910417	4	1	3	0
S1-594654116	2	0	2	1
S1-725550926	4	3	1	0
S1-164243851	5	2	3	0
S1-565611253	2	1	1	0
S1-56536350	8	4	4	0
S1-897250848	2	1	1	0
S1-808983894	3	1	2	0
S1-578697938	3	2	1	0
S1-995427148	4	3	1	0
S1-396117178	3	1	2	0
S1-60309256	2	1	1	0
S1-702481675	3	2	1	0
S1-407605236	3	2	1	0
S1-104464037	5	3	2	0
S1-682304089	4	1	3	0
S1-858427791	0	0	0	0
S1-176336021	4	1	3	0
S1-226421266	4	3	1	1
S1-978238368	2	1	1	0
S1-436172015	2	1	1	0
S1-902926281	4	1	3	1
S1-149098341	4	3	1	0
S1-717485679	8	4	4	0
S1-887259999	5	1	4	0
S1-123760215	2	1	1	0
S1-712115897	3	1	2	0
S1-714744262	3	2	1	0
S1-925425921	4	1	3	1
S1-357273084	5	2	3	0
S1-184137996	5	2	3	1
S1-214884127	2	1	1	0
S1-129654072	0	0	0	1
S1-838675447	2	0	2	0
S1-938168520	4	1	3	0
S1-812149828	2	1	1	1
S1-266318854	4	2	2	1
S1-957969492	2	1	1	0
S1-128241878	4	2	2	0
S1-753723194	4	1	3	0
S1-57692338	6	1	5	0
S1-693364394	5	2	3	0
S1-128474467	3	2	1	0
S1-186734343	3	3	0	0
S1-471742552	2	0	2	0
S1-684188515	4	1	3	0
S1-458545501	3	1	2	0
S1-621194234	3	1	2	0
S1-818247121	3	1	2	0
S1-444946073	3	1	2	1
S1-622059719	6	3	3	0
S1-444355008	2	0	2	0
S1-484009094	3	2	1	0
S1-895859577	6	2	4	0
S1-400281816	3	2	1	1
S1-378502980	3	1	2	0
S1-883750216	3	1	2	0
S1-537783231	4	2	2	0
S1-901543580	0	0	0	1
S1-590737676	6	3	3	1
S1-931092787	6	3	3	1
S1-957090117	3	3	0	1
S1-955072119	3	2	1	0
S1-678426756	4	3	1	1
S1-577852502	6	4	2	1
S1-534427177	4	3	1	1
S1-981747000	5	3	2	0
S1-290911326	3	0	3	0
S1-91088738	6	2	4	1
S1-628407801	3	2	1	0
S1-890237042	2	1	1	0
S1-195880082	4	2	2	0
S1-904113010	2	1	1	0
S1-856743199	4	0	4	0
S1-420009195	3	2	1	0
S1-956068321	2	1	1	1
S1-655433571	6	5	1	0
S1-331642197	3	1	2	0
S1-602615224	5	2	3	0
S1-898713831	5	1	4	0
S1-968779768	4	2	2	0
S1-321770285	2	0	2	0
S1-866288937	5	3	2	0
S1-968648060	3	2	1	1
S1-344976528	4	2	2	0
S1-329934172	3	1	2	0
S1-218210120	6	2	4	0
S1-555548772	6	4	2	0
S1-75992939	3	1	2	0
S1-121818990	3	1	2	0
S1-635563744	3	2	1	0
S1-551381994	5	1	4	0
S1-676308759	3	1	2	0
S1-996499712	2	1	1	0
S1-646356171	3	0	3	0
S1-571493138	4	2	2	0
S1-568299358	3	1	2	0
S1-62619598	2	0	2	0
S1-930178838	3	1	2	0
S1-926653842	4	3	1	0
S1-628616342	1	0	1	0
S1-582421540	4	2	2	0
S1-54166355	5	2	3	0
S1-853519891	5	2	3	1
S1-523774672	5	3	2	0
S1-991460255	7	5	2	0
S1-397557408	6	3	3	0
S1-304692609	3	1	2	0
S1-64806261	3	2	1	0
S1-717810231	4	2	2	0
S1-380417123	0	0	0	0
S1-980571025	0	0	0	0
S1-424351805	3	1	2	0
S1-195229572	2	1	1	0
S1-367956340	3	2	1	0
S1-454710075	4	3	1	0
S1-848403619	6	4	2	0
S1-733058783	4	3	1	1
S1-185964550	4	4	0	1
S1-862712171	7	4	3	0
S1-458919664	0	0	0	0
S1-231583547	5	3	2	0
S1-30892433	2	1	1	0
S1-159104980	2	1	1	0
S1-381341639	5	2	3	0
S1-629924610	3	1	2	0
S1-166822891	4	3	1	0
S1-278132753	4	2	2	0
S1-571861038	1	1	0	0
S1-405655274	2	2	0	0
S1-517716969	2	0	2	0
S1-756227385	7	5	2	1
S1-684250889	4	1	3	0
S1-346207371	5	2	3	1
S1-67564259	3	1	2	0
S1-945691117	3	1	2	0
S1-551048041	4	3	1	0
S1-561118340	3	2	1	0
S1-266991737	3	2	1	1
S1-784973933	5	2	3	0
S1-341545488	6	4	2	0
S1-312677351	4	3	1	1
S1-784474965	5	2	3	0
S1-513026447	0	0	0	0
S1-373175641	5	4	1	1
S1-766735369	3	0	3	0
S1-204431055	6	3	3	0
S1-306666043	6	2	4	0
S1-998694075	4	3	1	0
S1-824231316	2	1	1	0
S1-654230920	3	2	1	0
S1-638089542	3	1	2	0
S1-7661273	3	1	2	0
S1-683127950	3	1	2	0
S1-531429114	0	0	0	1
S1-983771160	3	1	2	0
S1-600758856	0	0	0	0
S1-482245935	0	0	0	1
S1-114146064	1	1	0	1
S1-641485484	0	0	0	0
S1-551015860	3	1	2	0
S1-450979122	2	1	1	0
S1-95744127	4	2	2	1
S1-377186602	3	2	1	1
S1-831038827	3	2	1	0
S1-336961636	5	1	4	0
S1-402312207	6	4	2	0
S1-780277437	5	1	4	0
S1-894876716	0	0	0	1
S1-633209834	2	1	1	0
S1-439117512	4	3	1	1
S1-791329960	6	2	4	0
S1-34603018	2	0	2	0
S1-196143639	4	3	1	0
S1-286101444	4	3	1	0
S1-494535287	4	2	2	1
S1-797737290	2	1	1	0
S1-590267630	4	2	2	0
S1-963017772	3	2	1	0
S1-211680696	4	1	3	0
S1-808981190	7	3	4	0
S1-744106637	0	0	0	1
S1-773584905	7	4	3	1
S1-552265565	4	1	3	0
S1-276213081	3	2	1	1
S1-222238684	3	1	2	1
S1-369638968	1	0	1	1
S1-130691263	1	1	0	0
S1-161473715	2	1	1	0
S1-473254908	2	1	1	0
S1-984025934	7	3	4	0
S1-667379220	7	2	5	0
S1-176099187	7	3	4	0
S1-80857089	5	4	1	1
S1-586203061	5	3	2	0
S1-340788309	3	1	2	0
S1-407149841	2	1	1	0
S1-303312622	2	2	0	0
S1-244018492	6	2	4	1
S1-494301531	4	2	2	0
S1-472988303	1	1	0	0
S1-652185060	3	2	1	0
S1-894762106	5	2	3	0
S1-858859994	0	0	0	1
S1-94437047	3	2	1	0
S1-255705355	6	4	2	1
S1-177548932	0	0	0	0
S1-372675685	1	1	0	0
S1-284357691	4	2	2	1
S1-387977632	6	2	4	0
S1-250730827	4	2	2	0
S1-716520707	2	1	1	1
S1-842058143	4	3	1	0
S1-416334583	7	4	3	0
S1-811925133	0	0	0	0
S1-402329313	3	1	2	0
S1-582673649	4	2	2	0
S1-821305941	7	3	4	1
S1-46506909	3	1	2	0
S1-680801160	2	2	0	1
S1-864276958	2	1	1	0
S1-837622579	3	2	1	1
S1-251815069	5	0	5	1
S1-52728091	3	1	2	0
S1-624733566	4	2	2	0
S1-341475409	6	1	5	0
S1-831407036	4	1	3	0
S1-782662275	2	1	1	0
S1-386430611	2	2	0	0
S1-797453242	6	2	4	1
S1-548488783	4	2	2	0
S1-393640506	3	0	3	1
S1-262750949	1	0	1	1
S1-169164639	3	0	3	0
S1-511050981	4	2	2	1
S1-187570412	3	0	3	1
S1-521751148	4	2	2	0
S1-394705639	2	1	1	0
S1-652912606	5	1	4	1
S1-362025643	3	1	2	0
S1-662605445	4	2	2	1
S1-195657416	4	3	1	0
S1-979907198	3	0	3	0
S1-397198421	4	2	2	1
S1-107149586	7	4	3	0
S1-979896860	6	2	4	0
S1-856852889	4	1	3	0
S1-210766183	3	2	1	1
S1-73567746	3	1	2	0
S1-605100650	4	2	2	0
S1-408078837	3	1	2	0
S1-233463932	6	3	3	0
S1-879075019	3	1	2	0
S1-129606177	4	2	2	1
S1-549204380	4	3	1	0
S1-733208618	2	0	2	0
S1-195630746	1	0	1	0
S1-807356958	8	5	3	0
S1-31529851	3	1	2	0
S1-900654743	4	2	2	0
S1-426438818	4	2	2	0
S1-880561678	4	1	3	0
S1-277216309	3	1	2	1
S1-961351838	3	1	2	0
S1-934221379	5	3	2	1
S1-93526338	3	1	2	0
S1-836166029	3	0	3	0
S1-948359045	4	1	3	0
S1-591082820	8	4	4	1
S1-152751171	5	3	2	0
S1-236380353	3	1	2	0
S1-262916058	0	0	0	0
S1-270438641	1	1	0	0
S1-159913926	3	1	2	0
S1-314275	2	0	2	0
S1-329335033	5	4	1	1
S1-568352323	5	2	3	0
S1-780092080	4	2	2	0
S1-200431183	2	2	0	0
S1-595047010	6	3	3	0
S1-105774209	3	3	0	1
S1-733025081	5	2	3	0
S1-404993188	2	0	2	0
S1-703772337	1	1	0	0
S1-425165797	2	1	1	0
S1-533212689	1	1	0	0
S1-867117724	3	3	0	1
S1-919147243	4	3	1	0
S1-967377707	4	0	4	0
S1-724608342	2	1	1	0
S1-68724676	4	2	2	0
S1-919504229	4	3	1	0
S1-180219707	3	0	3	0
S1-991169977	4	2	2	1
S1-721383877	3	1	2	0
S1-826390143	2	1	1	0
S1-604323328	5	1	4	0
S1-139998995	6	2	4	0
S1-854079694	3	2	1	0
S1-735314345	6	5	1	0
S1-249116846	0	0	0	1
S1-484532072	5	2	3	0
S1-629090802	5	3	2	0
S1-403060697	6	5	1	0
S1-914360928	6	1	5	0
S1-41722491	4	3	1	0
S1-132912629	3	2	1	0
S1-55827188	3	1	2	0
S1-348589678	2	0	2	1
S1-672884172	3	2	1	0
S1-29692428	4	1	3	0
S1-26511140	3	1	2	0
S1-181375411	2	1	1	0
S1-402264080	3	1	2	0
S1-1838589	3	2	1	0
S1-534762459	2	1	1	0
S1-182232003	2	1	1	0
S1-147762492	2	1	1	0
S1-598673917	1	0	1	0
S1-717415482	6	2	4	1
S1-176788501	2	1	1	0
S1-231998783	6	4	2	0
S1-649144531	3	2	1	0
S1-368023329	4	4	0	0
S1-102335151	5	2	3	0
S1-52106154	4	3	1	0
S1-717384750	4	2	2	0
S1-135636981	0	0	0	0
S1-383990802	2	1	1	0
S1-399081716	3	1	2	0
S1-902557394	5	3	2	0
S1-598565690	3	2	1	0
S1-972452680	6	3	3	0
S1-224074166	6	4	2	0
S1-26969687	3	1	2	0
S1-814575407	3	2	1	1
S1-567697725	4	2	2	0
S1-147363677	4	1	3	0
S1-883825532	1	1	0	1
S1-657765374	3	2	1	0
S1-687053526	3	1	2	1
S1-367493325	3	2	1	0
S1-593472987	3	0	3	0
S1-947522350	1	1	0	0
S1-272640668	5	3	2	1
S1-437585950	3	0	3	0
S1-174657	2	0	2	0
S1-721981130	2	1	1	0
S1-962287332	2	1	1	0
S1-758965265	3	2	1	0
S1-673209802	4	1	3	0
S1-984135203	6	4	2	0
S1-616151333	4	3	1	1
S1-17590799	0	0	0	0
S1-508956820	0	0	0	0
S1-709597729	0	0	0	0
S1-259694049	6	1	5	0
S1-585575118	3	1	2	0
S1-510397945	6	2	4	1
S1-559727470	3	1	2	0
S1-638251627	3	1	2	0
S1-934289364	4	1	3	1
S1-452470657	2	0	2	0
S1-393821550	2	0	2	1
S1-503773668	2	1	1	0
S1-847301825	3	0	3	0
S1-833106988	2	1	1	0
S1-909649883	4	2	2	0
S1-815066650	5	3	2	1
S1-442262521	1	0	1	1
S1-467953035	3	1	2	0
S1-384572882	3	1	2	0
S1-655914292	1	1	0	0
S1-908096288	4	3	1	0
S1-895531389	5	2	3	0
S1-559635263	0	0	0	0
S1-501083461	4	1	3	0
S1-603785626	4	1	3	0
S1-890111495	4	3	1	0
S1-762410295	3	2	1	0
S1-350850589	2	0	2	1
S1-409230830	4	2	2	0
S1-383252307	6	4	2	0
S1-718753973	4	1	3	0
S1-169200108	6	2	4	0
S1-96157898	3	2	1	0
S1-477016494	5	3	2	0
S1-437410260	4	2	2	0
S1-388065298	0	0	0	0
S1-820275060	4	2	2	0
S1-587864821	1	1	0	0
S1-981833148	8	3	5	0
S1-57328953	4	0	4	0
S1-574099002	3	2	1	0
S1-246456418	4	2	2	1
S1-658530673	0	0	0	0
S1-141577111	4	2	2	0
S1-488612925	4	2	2	1
S1-350911260	2	1	1	0
S1-45905541	4	2	2	0
S1-958173561	2	1	1	0
S1-128595370	4	3	1	0
S1-480450270	4	2	2	0
S1-514596900	5	2	3	0
S1-541241346	2	0	2	0
S1-831495650	4	2	2	1
S1-702086876	0	0	0	0
S1-7646325	4	4	0	0
S1-186816137	4	1	3	1
S1-732937760	2	1	1	1
S1-69069569	2	2	0	0
S1-301579241	4	2	2	0
S1-982724183	3	1	2	0
S1-845192796	3	1	2	1
S1-832561379	3	2	1	1
S1-114844392	2	1	1	0
S1-918713810	3	3	0	1
S1-209902848	0	0	0	0
S1-895541580	4	2	2	0
S1-850072297	3	2	1	1
S1-12477932	2	1	1	0
S1-504730603	7	3	4	0
S1-525096876	4	2	2	0
S1-532893052	5	2	3	0
S1-573982555	1	0	1	1
S1-814750638	3	1	2	0
S1-998833841	4	1	3	0
S1-847203756	6	3	3	0
S1-585374001	3	2	1	0
S1-824514388	5	2	3	0
S1-762714635	5	2	3	0
S1-83223242	7	4	3	0
S1-207422081	4	0	4	1
S1-95717030	6	2	4	1
S1-651364259	3	2	1	0
S1-636842170	3	3	0	0
S1-850001537	2	1	1	1
S1-801381444	4	2	2	0
S1-180557072	5	1	4	0
S1-507992765	4	1	3	0
S1-831220977	3	1	2	0
S1-908864957	2	1	1	0
S1-921724209	0	0	0	0
S1-475938980	6	3	3	0
S1-264626712	5	2	3	0
S1-333905685	4	1	3	0
S1-139619805	6	3	3	1
S1-142770314	3	2	1	0
S1-111617836	3	1	2	0
S1-89625367	1	0	1	0
S1-879398626	1	0	1	1
S1-556181892	4	2	2	1
S1-249405842	4	1	3	0
S1-501861318	5	1	4	0
S1-90117352	4	3	1	0
S1-554600530	4	3	1	0
S1-76838361	0	0	0	0
S1-828079965	4	1	3	1
S1-289966825	2	1	1	0
S1-195441062	7	2	5	0
S1-110513808	7	3	4	0
S1-293041606	5	2	3	0
S1-765889978	2	1	1	0
S1-15576435	4	0	4	0
S1-338702094	4	2	2	0
S1-831395242	4	1	3	1
S1-831814346	5	3	2	0
S1-809183328	2	1	1	0
S1-405201	4	1	3	1
S1-184112563	4	2	2	1
S1-911666848	5	3	2	0
S1-399198607	3	3	0	0
S1-513745625	3	3	0	0
S1-319412314	4	2	2	1
S1-24743553	4	1	3	0
S1-553636348	0	0	0	0
S1-919839639	1	0	1	1
S1-699632857	5	2	3	0
S1-343506973	2	1	1	0
S1-59097545	4	3	1	0
S1-498745665	5	2	3	0
S1-70559167	0	0	0	0
S1-791383181	3	1	2	0
S1-271499689	2	1	1	0
S1-555750321	3	1	2	1
S1-489921584	3	1	2	0
S1-526324176	5	1	4	0
S1-324087294	1	0	1	0
S1-417251299	5	4	1	0
S1-764114843	2	2	0	0
S1-920678899	4	1	3	0
S1-781243951	5	3	2	1
S1-164550526	5	1	4	0
S1-905110777	2	1	1	0
S1-788303618	5	1	4	0
S1-478021884	4	2	2	0
S1-257380455	4	3	1	0
S1-286200959	3	2	1	0
S1-702195897	1	1	0	0
S1-951588247	3	1	2	0
S1-679960612	5	3	2	0
S1-5817535	3	2	1	0
S1-222821539	0	0	0	0
S1-530068562	7	4	3	0
S1-396923246	3	1	2	0
S1-581088143	5	4	1	0
S1-402457122	2	1	1	0
S1-313710750	1	0	1	0
S1-285258229	1	1	0	1
S1-203772241	6	4	2	0
S1-946372996	2	2	0	0
S1-988878986	2	1	1	0
S1-524509976	3	1	2	0
S1-78398166	7	4	3	0
S1-997120663	5	2	3	0
S1-630407400	2	2	0	0
S1-707412941	3	2	1	0
S1-232206635	6	4	2	0
S1-617849910	6	1	5	0
S1-142161944	0	0	0	0
S1-151550608	6	4	2	0
S1-56223359	4	0	4	0
S1-705490389	4	3	1	0
S1-254749878	2	2	0	0
S1-437022784	2	1	1	0
S1-185502834	3	2	1	1
S1-237349399	3	0	3	0
S1-192659530	3	2	1	0
S1-418168747	5	1	4	1
S1-800821370	2	1	1	1
S1-668208923	5	3	2	0
S1-652865236	2	1	1	0
S1-247273599	3	0	3	1
S1-212713755	5	1	4	0
S1-93398062	3	1	2	0
S1-541962817	4	2	2	0
S1-849268824	4	2	2	1
S1-613071411	1	1	0	0
S1-217231023	1	0	1	0
S1-150634857	4	1	3	1
S1-129391126	4	2	2	0
S1-313640079	3	1	2	1
S1-597460622	2	1	1	0
S1-295295975	6	4	2	1
S1-986470370	4	2	2	0
S1-554945712	7	2	5	0
S1-628271603	3	1	2	0
S1-229910784	3	1	2	0
S1-438513017	4	2	2	0
S1-536281694	1	1	0	0
S1-711608327	3	0	3	0
S1-279745632	5	3	2	0
S1-679395886	4	4	0	0
S1-725085060	4	2	2	0
S1-91047279	5	2	3	1
S1-452374912	4	2	2	0
S1-466909974	5	2	3	0
S1-342344172	2	1	1	0
S1-270293020	5	4	1	0
S1-227517182	4	3	1	1
S1-214627380	3	1	2	0
S1-816561056	3	1	2	1
S1-187580275	0	0	0	0
S1-20802712	4	1	3	0
S1-343758195	2	1	1	0
S1-233822786	5	2	3	0
S1-846002529	3	1	2	0
S1-547451015	7	2	5	1
S1-61358461	3	1	2	0
S1-498818710	4	2	2	0
S1-843365595	3	1	2	0
S1-366558468	4	1	3	0
S1-495582731	2	2	0	0
S1-986764198	4	2	2	0
S1-285522808	6	2	4	0
S1-152602217	3	1	2	0
S1-13194029	3	2	1	1
S1-809884762	4	2	2	0
S1-342022479	4	2	2	1
S1-182633909	4	2	2	1
S1-402795729	4	3	1	0
S1-175958699	5	3	2	0
S1-459123424	3	2	1	1
S1-756367210	2	1	1	1
S1-761609525	4	2	2	0
S1-932992817	4	2	2	0
S1-784070329	3	1	2	0
S1-53763816	3	1	2	0
S1-239666870	3	2	1	0
S1-810900336	2	1	1	0
S1-668895250	0	0	0	0
S1-663067533	3	2	1	1
S1-416123909	4	2	2	1
S1-359266823	3	1	2	0
S1-438818944	5	2	3	0
S1-773446559	5	3	2	0
S1-154871542	0	0	0	0
S1-914905342	3	1	2	0
S1-169634580	4	1	3	0
S1-143529128	4	2	2	0
S1-352920630	5	3	2	0
S1-769557971	8	4	4	0
S1-258423083	4	2	2	0
S1-692821877	4	2	2	0
S1-331165628	2	1	1	0
S1-992393037	2	2	0	1
S1-918640381	7	3	4	0
S1-927050231	3	1	2	0
S1-843288007	4	2	2	0
S1-658901609	4	1	3	1
S1-738426048	3	2	1	0
S1-177622378	4	3	1	0
S1-560593621	6	2	4	0
S1-267640901	4	0	4	0
S1-392565485	5	3	2	0
S1-426628985	4	1	3	0
S1-902835502	5	1	4	0
S1-811482735	5	1	4	0
S1-722975627	4	2	2	0
S1-186996406	3	1	2	0
S1-472300957	4	1	3	0
S1-748801724	6	3	3	1
S1-717864860	2	1	1	0
S1-535875486	4	3	1	0
S1-37465102	4	2	2	1
S1-693175301	4	2	2	0
S1-5823909	4	2	2	1
S1-342040603	3	1	2	0
S1-140018104	3	1	2	1
S1-917913695	2	0	2	0
S1-597849077	4	2	2	1
S1-342750841	3	2	1	1
S1-942387320	2	1	1	1
S1-322870263	0	0	0	1
S1-667279841	0	0	0	0
S1-825527650	3	0	3	0
S1-567729937	1	1	0	0
S1-296312033	3	2	1	0
S1-950900479	4	3	1	0
S1-502187379	6	4	2	0
S1-24892513	1	0	1	1
S1-39634614	3	2	1	0
S1-956085711	5	3	2	0
S1-570211968	2	1	1	1
S1-954782176	2	0	2	0
S1-36213141	5	3	2	0
S1-993942647	1	0	1	1
S1-874105056	6	3	3	0
S1-31164580	2	1	1	0
S1-412717563	3	1	2	0
S1-486611515	3	1	2	1
S1-467934267	4	1	3	0
S1-196332453	5	4	1	0
S1-671640109	4	2	2	0
S1-612194017	2	0	2	0
S1-518385859	4	1	3	1
S1-94463182	1	0	1	0
S1-406318464	2	1	1	1
S1-961721414	5	2	3	0
S1-405130209	0	0	0	1
S1-132614041	3	2	1	0
S1-950328068	2	1	1	0
S1-24933566	5	2	3	0
S1-194969104	5	2	3	0
S1-581352449	3	2	1	0
S1-678548599	2	1	1	0
S1-515643918	1	0	1	0
S1-652634785	4	3	1	1
S1-719455393	3	1	2	0
S1-279142402	3	1	2	1
S1-735303258	3	1	2	0
S1-644192996	5	2	3	0
